distance_km,time_of_day,day_of_week,traffic_level,weather,area_type,driver_response_time_mins,available_ambulances_nearby,delay_minutes,delay_risk
29.94,3,6,High,Clear,Urban,2.7,1,116.3,Severe Delay
20.63,4,6,Low,Clear,Urban,2.7,1,10.6,Severe Delay
25.03,10,1,Medium,Rain,Urban,2.5,2,65.0,Severe Delay
9.54,23,4,Low,Clear,Urban,4.1,4,1.6,No Delay
1.42,22,3,Medium,Clear,Urban,1.5,0,8.1,Moderate Delay
22.4,12,1,Low,Clear,Rural,4.6,1,0.0,No Delay
25.19,15,2,High,Clear,Urban,4.1,0,173.4,Severe Delay
22.47,23,0,Medium,Fog,Urban,2.0,3,76.8,Severe Delay
5.14,12,3,Medium,Rain,Suburban,1.3,4,12.6,Severe Delay
22.85,23,5,Low,Rain,Rural,1.8,4,2.9,No Delay
23.3,21,1,Medium,Clear,Urban,2.0,3,37.3,Severe Delay
20.1,1,2,Medium,Rain,Rural,3.0,4,24.8,Severe Delay
23.22,15,1,Low,Fog,Urban,0.7,3,37.9,Severe Delay
25.53,5,4,Medium,Clear,Urban,4.6,0,83.5,Severe Delay
18.79,13,6,High,Rain,Urban,0.9,3,109.2,Severe Delay
3.57,0,6,Medium,Rain,Suburban,1.8,2,7.8,Moderate Delay
15.14,16,3,High,Clear,Urban,1.0,3,61.0,Severe Delay
3.25,10,0,High,Clear,Suburban,1.7,0,17.1,Severe Delay
12.82,18,2,High,Rain,Urban,4.3,4,115.3,Severe Delay
12.81,2,1,Medium,Clear,Suburban,3.3,2,13.2,Severe Delay
2.91,10,3,Medium,Rain,Urban,1.5,3,3.8,Moderate Delay
11.12,4,1,Medium,Fog,Urban,4.4,0,65.2,Severe Delay
4.22,16,3,Medium,Fog,Suburban,4.1,2,11.2,Severe Delay
24.44,21,6,High,Clear,Suburban,3.9,2,74.8,Severe Delay
28.48,6,4,Low,Clear,Urban,4.3,2,9.8,Moderate Delay
3.1,9,1,Low,Clear,Rural,3.3,3,2.2,No Delay
28.7,10,4,Low,Rain,Suburban,2.8,0,55.5,Severe Delay
16.15,2,5,Low,Fog,Urban,2.2,0,54.5,Severe Delay
9.69,19,5,Low,Rain,Rural,1.5,0,23.8,Severe Delay
3.23,9,6,Medium,Clear,Suburban,3.0,1,7.9,Moderate Delay
15.52,9,2,Low,Snow,Urban,4.5,4,64.6,Severe Delay
24.04,13,4,Medium,Snow,Urban,3.2,0,187.4,Severe Delay
21.51,11,3,Medium,Clear,Suburban,4.6,1,19.4,Severe Delay
2.46,14,2,Low,Clear,Urban,2.1,1,0.0,No Delay
3.11,9,1,Low,Rain,Urban,3.6,2,10.3,Severe Delay
12.68,9,1,Medium,Rain,Urban,3.4,4,59.5,Severe Delay
9.56,18,3,Medium,Snow,Suburban,3.5,2,54.4,Severe Delay
7.74,0,0,High,Clear,Urban,3.4,4,32.5,Severe Delay
9.15,23,0,High,Clear,Rural,1.5,2,20.6,Severe Delay
24.3,9,1,High,Rain,Urban,1.1,3,217.0,Severe Delay
27.95,1,6,Medium,Fog,Urban,4.9,4,94.3,Severe Delay
12.75,16,6,High,Fog,Suburban,0.7,1,71.2,Severe Delay
27.28,23,3,High,Snow,Suburban,2.6,1,190.9,Severe Delay
10.32,6,0,High,Clear,Urban,2.4,4,44.4,Severe Delay
14.82,6,4,Low,Fog,Urban,2.1,2,26.8,Severe Delay
7.55,19,1,High,Clear,Urban,4.0,3,50.1,Severe Delay
19.57,8,5,Medium,Clear,Suburban,3.9,3,40.5,Severe Delay
29.39,21,4,Medium,Clear,Urban,4.6,0,97.7,Severe Delay
18.5,1,3,Low,Fog,Suburban,2.3,4,15.9,Severe Delay
11.38,13,5,Low,Snow,Suburban,3.0,3,18.6,Severe Delay
19.79,16,4,Low,Clear,Urban,4.5,2,9.8,Moderate Delay
4.56,0,0,Low,Clear,Urban,5.0,2,1.2,No Delay
26.77,8,6,Low,Fog,Urban,4.9,1,80.1,Severe Delay
15.59,19,0,High,Rain,Urban,3.7,3,139.3,Severe Delay
14.03,20,5,Low,Snow,Suburban,1.1,3,20.9,Severe Delay
17.99,18,2,Low,Clear,Suburban,0.6,2,14.9,Severe Delay
19.12,3,6,Low,Clear,Suburban,4.2,1,0.0,No Delay
3.08,7,1,Medium,Clear,Urban,4.3,3,8.0,Moderate Delay
20.8,12,5,Low,Clear,Rural,3.9,2,0.0,No Delay
8.02,3,3,Low,Clear,Urban,1.8,1,5.0,Moderate Delay
21.7,8,1,Medium,Clear,Urban,3.4,1,62.9,Severe Delay
24.85,8,4,Medium,Clear,Suburban,1.9,2,55.0,Severe Delay
24.31,21,6,Low,Clear,Rural,2.5,1,0.0,No Delay
17.02,17,3,Low,Snow,Urban,2.2,1,68.4,Severe Delay
16.08,11,3,Low,Clear,Suburban,4.6,0,17.5,Severe Delay
5.14,9,0,High,Clear,Rural,1.6,1,20.5,Severe Delay
23.49,10,4,Low,Fog,Suburban,3.1,3,22.4,Severe Delay
8.87,6,0,Medium,Rain,Urban,2.1,1,22.7,Severe Delay
15.4,8,0,Low,Rain,Rural,3.5,3,13.6,Severe Delay
9.24,5,6,Medium,Rain,Suburban,3.0,2,15.4,Severe Delay
4.88,18,2,Low,Fog,Suburban,4.7,1,11.1,Severe Delay
19.26,15,0,Low,Fog,Suburban,1.0,2,17.3,Severe Delay
2.58,14,1,Medium,Rain,Rural,1.5,4,4.0,Moderate Delay
22.71,6,3,Low,Fog,Urban,3.9,1,34.9,Severe Delay
10.21,15,6,Low,Clear,Urban,2.2,2,3.4,Moderate Delay
1.0,4,0,Medium,Clear,Urban,1.2,4,2.6,No Delay
15.82,15,5,High,Fog,Urban,2.8,3,112.0,Severe Delay
2.36,0,1,Low,Clear,Urban,3.4,3,2.1,No Delay
9.01,18,4,Medium,Snow,Suburban,0.7,3,50.6,Severe Delay
21.5,4,3,High,Clear,Urban,1.8,3,83.8,Severe Delay
2.82,6,6,High,Clear,Suburban,4.1,3,8.4,Moderate Delay
25.34,18,5,Medium,Snow,Rural,2.8,0,178.9,Severe Delay
1.11,21,6,Medium,Clear,Urban,0.7,2,0.9,No Delay
8.16,4,6,Low,Snow,Rural,1.8,4,7.3,Moderate Delay
22.49,16,5,Medium,Snow,Urban,3.4,4,99.0,Severe Delay
10.17,21,4,Low,Fog,Rural,1.4,1,4.0,Moderate Delay
3.95,7,5,Low,Clear,Rural,4.2,2,0.3,No Delay
11.45,0,1,Medium,Rain,Urban,3.5,0,56.6,Severe Delay
8.84,1,6,Low,Fog,Urban,2.6,0,27.8,Severe Delay
25.44,14,4,Medium,Rain,Urban,4.6,2,65.9,Severe Delay
10.09,19,6,Medium,Rain,Rural,2.3,3,26.6,Severe Delay
23.88,17,5,Medium,Snow,Rural,1.6,3,96.9,Severe Delay
26.86,10,4,Low,Rain,Urban,3.5,2,33.7,Severe Delay
13.58,9,4,Low,Snow,Suburban,3.1,4,45.0,Severe Delay
27.39,23,0,Medium,Clear,Urban,2.0,3,46.3,Severe Delay
11.94,23,0,High,Clear,Urban,2.0,1,45.2,Severe Delay
28.96,3,0,Low,Clear,Rural,2.3,0,14.4,Severe Delay
3.59,4,5,Low,Clear,Urban,1.8,3,1.2,No Delay
20.92,3,3,High,Rain,Rural,3.7,4,66.4,Severe Delay
15.32,12,1,Low,Clear,Rural,3.4,3,0.0,No Delay
12.24,12,5,High,Snow,Rural,2.5,3,62.9,Severe Delay
19.35,17,6,Medium,Clear,Urban,2.3,0,108.4,Severe Delay
21.41,23,0,Medium,Clear,Urban,2.1,1,38.9,Severe Delay
1.13,1,4,Low,Clear,Urban,1.8,1,0.0,No Delay
5.84,15,5,Low,Clear,Suburban,0.9,4,3.9,Moderate Delay
21.68,0,4,Low,Clear,Suburban,1.7,2,3.0,Moderate Delay
20.33,18,6,High,Clear,Urban,1.9,2,129.8,Severe Delay
29.02,8,4,Medium,Rain,Suburban,3.0,2,99.4,Severe Delay
23.07,2,4,Medium,Clear,Urban,4.0,4,34.2,Severe Delay
28.57,6,2,Medium,Clear,Urban,2.3,3,43.9,Severe Delay
21.37,9,3,Low,Rain,Urban,4.8,1,49.4,Severe Delay
9.64,0,1,Medium,Clear,Urban,4.2,1,15.2,Severe Delay
4.06,9,1,Medium,Clear,Urban,4.9,3,12.3,Severe Delay
23.67,20,0,Medium,Clear,Urban,4.4,1,39.4,Severe Delay
19.68,8,2,Low,Clear,Rural,3.3,1,6.0,Moderate Delay
2.4,14,5,Medium,Rain,Suburban,3.2,2,5.0,Moderate Delay
11.44,14,5,High,Clear,Urban,1.1,2,45.7,Severe Delay
28.75,2,1,Medium,Fog,Suburban,3.8,0,138.8,Severe Delay
15.51,4,3,Low,Snow,Suburban,3.2,0,54.4,Severe Delay
13.55,8,4,Medium,Clear,Urban,2.8,1,42.1,Severe Delay
14.27,21,6,Low,Snow,Suburban,3.6,2,22.0,Severe Delay
7.06,8,0,Medium,Clear,Suburban,2.5,0,32.6,Severe Delay
11.69,22,3,High,Clear,Suburban,2.9,0,66.0,Severe Delay
11.72,6,1,Medium,Clear,Suburban,2.3,2,11.2,Severe Delay
2.52,23,2,Medium,Clear,Suburban,3.7,0,2.5,No Delay
23.26,22,0,Medium,Rain,Urban,4.4,3,62.5,Severe Delay
13.08,11,1,Low,Clear,Rural,4.3,3,0.0,No Delay
24.84,8,5,Low,Fog,Urban,4.0,2,76.9,Severe Delay
25.66,5,0,High,Rain,Rural,0.6,2,82.5,Severe Delay
7.15,22,1,Medium,Clear,Urban,4.6,0,21.0,Severe Delay
20.06,1,5,Low,Rain,Urban,1.7,1,23.1,Severe Delay
14.7,8,6,Low,Snow,Suburban,4.5,4,48.1,Severe Delay
26.52,16,5,Medium,Clear,Urban,1.4,3,42.1,Severe Delay
7.26,0,4,Medium,Clear,Rural,2.5,3,2.9,No Delay
20.66,18,2,High,Clear,Urban,3.9,2,131.5,Severe Delay
18.62,5,4,Low,Clear,Suburban,3.4,1,0.1,No Delay
9.56,4,1,High,Clear,Urban,2.4,2,41.3,Severe Delay
4.96,1,6,Medium,Clear,Urban,3.6,0,19.0,Severe Delay
19.9,8,3,Medium,Rain,Urban,3.0,1,89.4,Severe Delay
22.42,13,6,Medium,Rain,Suburban,1.7,0,86.2,Severe Delay
10.15,3,6,Low,Clear,Suburban,3.4,3,0.0,No Delay
19.7,3,6,High,Clear,Suburban,1.4,2,59.9,Severe Delay
12.46,20,4,Low,Clear,Rural,3.6,2,0.0,No Delay
21.68,14,3,Low,Clear,Suburban,0.5,4,0.0,No Delay
6.78,7,5,High,Clear,Rural,3.0,1,21.9,Severe Delay
26.82,3,1,Medium,Snow,Urban,2.3,3,119.9,Severe Delay
9.33,15,2,High,Clear,Urban,1.9,4,36.6,Severe Delay
11.67,20,3,Medium,Clear,Urban,2.8,4,16.9,Severe Delay
2.68,3,1,Low,Clear,Urban,3.4,2,2.6,No Delay
4.23,15,3,High,Fog,Suburban,4.8,1,23.3,Severe Delay
15.96,21,4,Low,Rain,Suburban,4.2,2,7.5,Moderate Delay
8.76,11,1,High,Clear,Suburban,3.7,1,30.2,Severe Delay
25.23,15,4,Low,Clear,Suburban,2.7,4,0.8,No Delay
1.43,18,0,High,Clear,Rural,2.3,0,10.7,Severe Delay
11.99,7,1,Low,Clear,Rural,0.6,3,5.0,Moderate Delay
10.78,5,3,Medium,Snow,Urban,2.1,4,47.4,Severe Delay
1.56,9,0,High,Rain,Urban,4.3,2,15.0,Severe Delay
4.61,4,4,Medium,Rain,Urban,2.2,3,8.5,Moderate Delay
13.0,17,4,Medium,Clear,Urban,2.6,4,41.4,Severe Delay
15.29,9,3,High,Clear,Suburban,1.7,1,76.3,Severe Delay
12.72,9,0,Medium,Fog,Suburban,1.7,2,55.7,Severe Delay
16.4,6,6,High,Clear,Urban,0.8,4,65.5,Severe Delay
18.26,17,5,Medium,Snow,Suburban,3.3,1,105.2,Severe Delay
1.29,0,2,Low,Clear,Suburban,2.5,1,2.4,No Delay
14.46,6,3,Low,Clear,Urban,3.2,1,0.6,No Delay
28.94,20,4,Low,Rain,Urban,3.0,3,33.5,Severe Delay
16.05,0,1,Low,Clear,Rural,4.1,2,0.0,No Delay
20.65,14,0,Medium,Clear,Suburban,3.9,1,21.8,Severe Delay
10.04,3,5,Low,Clear,Urban,4.0,4,5.2,Moderate Delay
23.45,19,2,Low,Rain,Urban,2.7,1,54.0,Severe Delay
23.41,9,1,Low,Clear,Urban,2.1,2,31.6,Severe Delay
16.12,22,0,High,Clear,Urban,4.7,3,62.4,Severe Delay
29.3,8,5,Medium,Rain,Rural,0.7,1,72.4,Severe Delay
4.64,1,3,Low,Clear,Urban,1.2,4,2.5,No Delay
1.49,13,5,High,Snow,Urban,2.4,2,14.0,Severe Delay
23.33,15,3,Low,Clear,Urban,3.3,1,9.9,Moderate Delay
24.41,0,6,High,Rain,Suburban,0.5,3,107.7,Severe Delay
4.49,1,0,Medium,Clear,Urban,3.7,0,16.5,Severe Delay
8.7,6,5,Low,Rain,Urban,3.0,4,13.3,Severe Delay
1.51,9,2,Medium,Rain,Suburban,2.7,1,2.1,No Delay
9.51,21,5,Medium,Snow,Urban,2.4,1,42.8,Severe Delay
23.42,19,0,Medium,Clear,Urban,2.8,0,131.7,Severe Delay
16.02,0,1,High,Clear,Urban,1.2,2,62.6,Severe Delay
11.09,12,1,Low,Rain,Suburban,1.0,0,22.5,Severe Delay
11.78,0,5,Low,Clear,Rural,1.8,2,0.0,No Delay
1.04,4,5,Low,Clear,Urban,3.7,1,0.0,No Delay
9.69,15,3,Low,Snow,Urban,3.1,0,38.4,Severe Delay
19.75,14,0,Low,Clear,Urban,2.7,1,7.7,Moderate Delay
29.25,16,3,High,Snow,Suburban,3.1,0,336.2,Severe Delay
25.56,22,2,Low,Clear,Suburban,3.0,1,2.6,No Delay
1.68,15,6,Medium,Rain,Suburban,1.9,1,3.9,Moderate Delay
27.06,12,1,Medium,Clear,Suburban,0.9,1,26.0,Severe Delay
23.71,10,4,High,Clear,Rural,4.5,3,44.3,Severe Delay
23.63,16,4,High,Snow,Rural,3.2,0,209.7,Severe Delay
14.28,16,0,Medium,Clear,Suburban,3.6,3,14.5,Severe Delay
12.54,1,0,High,Fog,Urban,2.6,1,87.0,Severe Delay
9.78,12,4,Medium,Rain,Urban,3.9,4,25.1,Severe Delay
2.91,13,0,High,Clear,Suburban,3.1,2,11.2,Severe Delay
7.62,10,1,Medium,Snow,Suburban,0.7,0,49.3,Severe Delay
8.15,9,2,Low,Clear,Suburban,4.5,0,16.7,Severe Delay
15.04,2,2,Medium,Fog,Urban,1.9,2,46.5,Severe Delay
22.68,16,3,Medium,Clear,Suburban,1.1,3,22.3,Severe Delay
14.74,14,1,Low,Fog,Urban,0.9,2,24.0,Severe Delay
2.68,8,6,Low,Rain,Suburban,3.7,4,4.5,Moderate Delay
28.78,9,0,Medium,Clear,Urban,3.7,1,84.3,Severe Delay
28.34,7,0,High,Rain,Urban,3.7,2,255.9,Severe Delay
23.77,20,6,Low,Clear,Urban,4.6,2,5.8,Moderate Delay
29.75,12,3,Medium,Clear,Rural,2.1,1,10.4,Severe Delay
16.79,17,3,Medium,Clear,Urban,3.0,0,91.3,Severe Delay
28.92,4,0,High,Clear,Urban,3.3,4,113.5,Severe Delay
3.19,5,0,High,Clear,Urban,4.9,2,8.4,Moderate Delay
11.6,16,6,Medium,Clear,Suburban,1.9,2,11.7,Severe Delay
7.54,10,1,Medium,Clear,Urban,4.8,0,28.5,Severe Delay
6.68,19,6,Low,Clear,Rural,1.2,4,1.3,No Delay
5.08,15,3,Medium,Clear,Suburban,3.9,1,3.1,Moderate Delay
19.05,8,6,Medium,Rain,Urban,3.3,1,89.5,Severe Delay
23.66,1,6,High,Rain,Suburban,4.2,3,108.1,Severe Delay
17.77,4,6,Medium,Clear,Urban,0.6,4,26.7,Severe Delay
5.26,0,1,Low,Fog,Rural,0.9,4,2.7,No Delay
24.52,3,5,Medium,Rain,Urban,0.8,2,67.9,Severe Delay
19.44,3,0,Low,Rain,Rural,3.2,3,0.0,No Delay
12.26,21,4,Low,Clear,Suburban,3.2,1,0.2,No Delay
20.55,2,6,Low,Clear,Rural,4.6,4,0.0,No Delay
8.54,8,4,Low,Fog,Urban,2.6,4,23.6,Severe Delay
11.01,21,5,High,Fog,Urban,0.8,0,126.9,Severe Delay
27.61,22,0,Low,Clear,Suburban,1.4,1,0.9,No Delay
9.42,11,3,Low,Clear,Suburban,0.5,0,9.5,Moderate Delay
14.63,9,4,High,Rain,Urban,4.0,3,128.9,Severe Delay
26.81,1,3,Low,Rain,Urban,4.2,4,34.2,Severe Delay
21.52,10,4,Low,Fog,Urban,5.0,3,33.5,Severe Delay
2.8,9,3,Low,Clear,Suburban,2.4,0,7.3,Moderate Delay
5.27,21,6,Low,Clear,Urban,0.6,1,3.7,Moderate Delay
1.23,5,4,Low,Clear,Urban,1.6,4,0.0,No Delay
19.3,17,3,Low,Clear,Urban,3.1,1,27.9,Severe Delay
13.98,1,5,Medium,Clear,Urban,4.8,3,22.4,Severe Delay
4.89,1,1,Low,Fog,Urban,1.0,2,7.3,Moderate Delay
28.78,9,3,Low,Clear,Rural,1.0,1,6.7,Moderate Delay
16.36,15,1,High,Fog,Urban,3.7,1,115.7,Severe Delay
8.01,11,1,Medium,Clear,Rural,3.5,1,0.0,No Delay
15.52,0,0,High,Clear,Urban,1.6,4,62.1,Severe Delay
20.71,20,6,Medium,Clear,Urban,4.2,3,34.0,Severe Delay
3.21,7,5,Low,Clear,Urban,1.1,3,8.7,Moderate Delay
8.97,15,1,Medium,Fog,Suburban,4.7,4,19.7,Severe Delay
24.4,17,2,Low,Clear,Suburban,1.4,1,20.4,Severe Delay
14.33,12,6,Low,Clear,Urban,0.9,1,4.8,Moderate Delay
16.85,14,1,Medium,Clear,Urban,2.0,2,27.9,Severe Delay
13.55,20,3,Medium,Clear,Rural,1.3,1,7.2,Moderate Delay
2.27,11,1,Medium,Rain,Rural,2.9,0,4.6,Moderate Delay
5.81,7,3,High,Clear,Urban,3.6,1,41.1,Severe Delay
13.92,9,3,Low,Rain,Suburban,2.7,2,25.5,Severe Delay
7.07,13,2,Medium,Rain,Urban,3.5,0,37.1,Severe Delay
2.45,4,1,Medium,Clear,Urban,2.1,2,3.2,Moderate Delay
25.47,17,1,High,Clear,Urban,0.6,2,161.9,Severe Delay
29.45,18,4,High,Rain,Urban,4.9,3,263.6,Severe Delay
24.0,14,6,High,Rain,Rural,4.2,4,76.0,Severe Delay
25.76,5,4,Low,Clear,Urban,0.8,2,9.3,Moderate Delay
8.02,10,0,Medium,Clear,Suburban,2.5,1,11.9,Severe Delay
28.86,20,3,Low,Clear,Rural,3.4,3,0.0,No Delay
6.71,10,2,Low,Clear,Urban,1.4,0,12.4,Severe Delay
28.59,19,4,High,Clear,Urban,3.1,4,186.7,Severe Delay
29.85,19,1,Low,Clear,Suburban,2.9,3,24.0,Severe Delay
21.64,20,0,High,Clear,Urban,1.4,2,85.3,Severe Delay
29.45,17,2,Low,Clear,Urban,1.1,3,37.9,Severe Delay
17.52,17,5,High,Clear,Urban,3.9,1,114.8,Severe Delay
8.53,9,1,Low,Fog,Urban,2.0,1,25.2,Severe Delay
13.67,1,1,Low,Clear,Rural,1.6,1,0.0,No Delay
18.21,8,5,Low,Snow,Suburban,3.8,4,50.0,Severe Delay
3.12,13,3,Medium,Clear,Urban,3.8,3,2.0,No Delay
19.05,18,3,Low,Rain,Suburban,1.7,3,30.5,Severe Delay
29.45,9,4,Medium,Clear,Rural,4.4,2,39.6,Severe Delay
6.51,22,4,Low,Rain,Urban,3.6,0,18.5,Severe Delay
23.99,3,1,Low,Clear,Urban,2.1,1,7.3,Moderate Delay
27.33,5,6,Low,Clear,Rural,2.4,0,11.4,Severe Delay
28.37,13,1,Medium,Snow,Rural,3.8,0,128.9,Severe Delay
28.84,3,4,High,Clear,Urban,1.5,1,115.1,Severe Delay
16.12,14,5,High,Snow,Urban,2.6,1,140.9,Severe Delay
29.34,15,4,Low,Clear,Urban,3.4,2,10.0,Moderate Delay
22.96,6,1,Medium,Clear,Urban,2.9,4,39.0,Severe Delay
5.69,16,2,Medium,Clear,Suburban,3.2,1,3.0,Moderate Delay
14.83,18,1,Low,Rain,Urban,3.0,0,70.7,Severe Delay
21.83,18,2,Medium,Clear,Urban,1.4,2,66.3,Severe Delay
8.17,16,2,Medium,Snow,Urban,2.3,3,34.5,Severe Delay
19.58,5,1,Low,Clear,Rural,2.9,2,0.0,No Delay
20.33,10,6,Low,Rain,Urban,4.0,1,23.8,Severe Delay
5.72,15,6,Low,Clear,Urban,3.4,1,3.1,Moderate Delay
17.39,7,0,Medium,Clear,Rural,2.4,4,25.1,Severe Delay
23.38,10,4,Low,Clear,Suburban,4.9,2,0.3,No Delay
15.47,6,6,Low,Clear,Urban,1.0,1,7.1,Moderate Delay
1.35,23,3,Low,Clear,Urban,1.4,0,4.9,Moderate Delay
1.26,21,1,Low,Clear,Urban,2.0,0,2.4,No Delay
11.35,18,2,Low,Clear,Suburban,1.5,2,10.7,Severe Delay
27.86,9,1,High,Clear,Urban,3.3,4,173.9,Severe Delay
7.63,8,4,Low,Clear,Urban,0.7,2,11.0,Severe Delay
19.4,3,5,Medium,Clear,Urban,1.3,4,36.1,Severe Delay
7.44,22,6,Low,Clear,Urban,1.8,0,8.3,Moderate Delay
10.33,14,6,Medium,Snow,Suburban,3.6,1,39.1,Severe Delay
25.59,12,6,Medium,Snow,Urban,4.4,3,116.1,Severe Delay
22.14,1,2,Low,Clear,Urban,4.1,1,5.5,Moderate Delay
3.77,1,3,High,Snow,Rural,1.3,0,33.3,Severe Delay
13.43,15,3,Medium,Rain,Suburban,3.0,0,52.5,Severe Delay
1.85,8,6,High,Clear,Urban,0.6,1,13.7,Severe Delay
14.95,12,3,Medium,Clear,Suburban,1.9,1,14.1,Severe Delay
20.21,2,5,High,Snow,Urban,4.1,0,288.4,Severe Delay
4.44,8,6,Medium,Rain,Suburban,2.6,1,18.1,Severe Delay
9.38,12,0,High,Fog,Suburban,1.2,3,53.4,Severe Delay
12.54,20,2,Medium,Fog,Suburban,2.5,3,33.7,Severe Delay
27.67,21,5,Medium,Clear,Suburban,1.4,2,26.8,Severe Delay
29.8,1,2,Medium,Clear,Urban,2.3,3,49.1,Severe Delay
2.3,7,6,High,Clear,Suburban,2.7,0,24.1,Severe Delay
23.07,8,5,High,Clear,Urban,2.1,0,242.4,Severe Delay
11.78,15,6,Low,Clear,Urban,4.7,2,5.6,Moderate Delay
12.38,1,5,Medium,Clear,Rural,3.0,4,2.7,No Delay
22.87,5,6,Low,Clear,Suburban,4.3,2,2.5,No Delay
27.63,21,0,Medium,Clear,Rural,3.9,4,7.1,Moderate Delay
28.58,7,2,Low,Clear,Urban,3.5,4,37.7,Severe Delay
17.74,4,5,Low,Clear,Urban,2.7,1,11.7,Severe Delay
11.36,8,0,High,Clear,Urban,0.5,3,71.7,Severe Delay
23.84,0,1,Low,Clear,Suburban,3.3,4,0.0,No Delay
8.28,8,6,Medium,Rain,Urban,2.1,1,40.2,Severe Delay
17.36,9,4,Medium,Snow,Urban,1.0,2,122.5,Severe Delay
11.4,22,5,Low,Clear,Urban,2.5,2,0.5,No Delay
20.04,3,3,Low,Clear,Suburban,3.8,4,0.0,No Delay
7.97,2,0,Medium,Fog,Urban,4.8,1,29.7,Severe Delay
6.56,9,0,Low,Clear,Rural,2.2,0,11.9,Severe Delay
27.63,14,5,High,Rain,Urban,2.9,3,156.2,Severe Delay
3.95,10,0,High,Clear,Urban,4.3,4,13.9,Severe Delay
15.67,13,1,Low,Fog,Urban,2.0,0,51.9,Severe Delay
7.4,5,0,Low,Snow,Rural,1.1,3,5.8,Moderate Delay
2.13,11,4,Medium,Rain,Urban,1.8,0,8.8,Moderate Delay
2.04,12,4,Medium,Clear,Urban,4.5,1,3.5,Moderate Delay
6.08,16,6,Low,Fog,Suburban,1.2,4,4.9,Moderate Delay
26.14,15,6,Low,Rain,Urban,2.0,0,69.2,Severe Delay
9.19,2,3,Medium,Rain,Suburban,2.6,0,33.1,Severe Delay
28.56,1,1,High,Clear,Urban,4.3,0,201.5,Severe Delay
17.87,10,4,Low,Rain,Urban,4.7,4,17.2,Severe Delay
13.66,8,5,Medium,Clear,Urban,2.4,1,42.3,Severe Delay
17.82,2,2,High,Clear,Urban,4.7,1,73.3,Severe Delay
15.98,17,2,Medium,Clear,Suburban,1.2,0,72.7,Severe Delay
23.0,19,2,Medium,Clear,Suburban,1.2,1,51.6,Severe Delay
9.19,14,6,Medium,Rain,Suburban,4.8,3,17.9,Severe Delay
11.24,13,5,High,Rain,Rural,2.8,1,32.6,Severe Delay
26.93,1,0,Medium,Clear,Urban,1.3,0,94.5,Severe Delay
28.45,16,5,High,Rain,Urban,2.7,3,165.3,Severe Delay
26.88,21,0,Medium,Snow,Suburban,4.0,4,92.0,Severe Delay
13.16,7,2,Medium,Clear,Suburban,4.2,2,29.7,Severe Delay
23.63,9,3,Low,Clear,Urban,4.4,1,32.4,Severe Delay
14.81,17,3,Low,Clear,Suburban,3.1,3,11.9,Severe Delay
15.43,18,0,Medium,Clear,Urban,4.4,2,46.2,Severe Delay
6.94,7,2,Low,Clear,Suburban,2.8,4,7.0,Moderate Delay
18.14,7,5,Medium,Clear,Rural,3.2,2,21.7,Severe Delay
6.4,2,3,Low,Clear,Suburban,3.9,4,0.0,No Delay
10.62,2,0,High,Snow,Urban,2.4,0,149.1,Severe Delay
25.8,11,5,Low,Rain,Suburban,0.8,0,51.5,Severe Delay
7.01,21,2,High,Clear,Suburban,2.1,4,21.9,Severe Delay
3.06,16,1,Medium,Clear,Urban,3.3,2,3.6,Moderate Delay
3.0,3,2,Low,Clear,Urban,1.4,1,0.0,No Delay
28.28,16,6,Medium,Clear,Rural,1.2,2,11.2,Severe Delay
15.7,13,2,Low,Clear,Urban,1.8,2,7.1,Moderate Delay
12.87,18,5,Low,Clear,Urban,0.6,1,20.2,Severe Delay
24.52,8,5,Low,Clear,Urban,3.8,2,37.5,Severe Delay
25.24,20,4,Low,Clear,Suburban,1.7,2,0.0,No Delay
10.63,11,4,High,Clear,Rural,1.1,3,25.7,Severe Delay
21.11,4,5,Low,Fog,Suburban,3.6,4,21.3,Severe Delay
23.36,10,5,Medium,Clear,Urban,4.3,0,80.0,Severe Delay
19.98,19,1,Low,Clear,Suburban,0.6,4,17.9,Severe Delay
5.4,2,1,Medium,Clear,Suburban,1.6,2,7.6,Moderate Delay
26.4,20,2,Low,Snow,Suburban,4.8,1,45.4,Severe Delay
16.63,14,6,Medium,Fog,Urban,2.2,1,54.0,Severe Delay
9.19,13,3,Medium,Clear,Suburban,4.7,0,23.2,Severe Delay
13.33,10,6,Medium,Snow,Urban,1.7,0,105.4,Severe Delay
2.09,19,1,Low,Clear,Urban,1.5,0,4.2,Moderate Delay
4.71,7,2,Medium,Snow,Suburban,1.5,1,22.4,Severe Delay
23.2,3,6,Low,Clear,Rural,0.9,2,0.0,No Delay
1.0,11,0,Low,Clear,Urban,4.5,0,1.4,No Delay
13.08,7,4,Medium,Rain,Rural,4.9,0,63.6,Severe Delay
16.15,5,6,Medium,Clear,Urban,4.8,1,22.8,Severe Delay
2.58,14,3,Medium,Rain,Suburban,4.3,2,2.6,No Delay
29.22,11,2,Medium,Clear,Urban,4.3,0,98.3,Severe Delay
7.56,15,6,Low,Rain,Urban,3.5,2,6.5,Moderate Delay
9.82,15,5,Low,Clear,Suburban,4.2,3,0.0,No Delay
9.81,20,0,Low,Clear,Suburban,1.4,0,5.7,Moderate Delay
7.68,19,4,Medium,Snow,Suburban,2.2,0,70.7,Severe Delay
1.04,19,0,Medium,Fog,Suburban,3.4,1,8.4,Moderate Delay
